cruise,station,date,lat,lon,pci,taxon,taxa_id_number,abundance_per_transect,abundance
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Syracosphaera pulchra,10512,NA,NA
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Coccolithus pelagicus,10513,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Coccolithus pelagicus,10513,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Licmophora spp.,10527,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Asterionellopsis glacialis,10615,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Prorocentrum spp. ('Exuviaella' type),10620,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Pseudo-nitzschia delicatissima complex,10623,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Pseudo-nitzschia seriata complex,10624,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Corethron hystrix,10681,NA,NA
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Rhizosolenia imbricata,10684,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Delphineis surirella,10712,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Coscinodiscus concinnus,165,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Leptocylindrus danicus,175,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Rhizosolenia setigera,187,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Ceratium bucephalum,224,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Prorocentrum spp. Total,259,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Actiniscus pentasterias,980,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Leptocylindrus mediterraneus,1001,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Grammatophora spp.,1624,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Prorocentrum micans,1679,0,0
475MC,5,2016-12-07T22:36:00Z,43.322,-66.773,1,Braarudosphaera bigelowii,10509,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Paralia sulcata,101,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Skeletonema costatum,102,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Thalassiosira spp.,103,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Rhizosolenia hebetata semispina,108,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Chaetoceros(Hyalochaete) spp.,112,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Chaetoceros(Phaeoceros) spp.,113,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Odontella sinensis,114,NA,NA
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Thalassiothrix longissima,116,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Thalassionema nitzschioides,117,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Ceratium fusus,121,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Ceratium furca,122,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Ceratium lineatum,123,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Ceratium tripos,124,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Ceratium macroceros,125,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Ceratium horridum,126,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Ceratium longipes,127,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Ceratium arcticum,128,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Dinoflagellate cysts (Total),130,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Bacteriastrum spp.,154,NA,NA
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Bellerochea malleus,155,NA,NA
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Odontella aurita,157,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Coscinodiscus spp. (Unidentified),166,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Ditylum brightwellii,168,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Eucampia zodiacus,169,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Fragilaria spp.,170,NA,NA
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Navicula spp.,176,NA,NA
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Cylindrotheca closterium,177,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Stephanopyxis spp.,190,NA,NA
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Coccolithaceae (Total),195,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Pterosperma spp. (Total),196,NA,NA
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Silicoflagellates,198,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Nitzschia spp. (Unidentified),199,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Ceratium pentagonum,240,NA,NA
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Dinophysis spp. Total,251,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Gonyaulax spp.,253,NA,NA
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Protoperidinium spp.,255,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Pinus pollen,812,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Stellate body (Land plant hair),814,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Coscinodiscus wailesii,976,NA,NA
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Proboscia alata,1000,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Dinophysis acuta,1602,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Hyalochaete resting spore,1612,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Scrippsiella cysts,10505,NA,NA
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Acanthoica quattrospina,10508,NA,NA
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Emiliania huxleyi type,10510,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Emiliania huxleyi type,10510,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Rhabdosphaera clavigera,10511,NA,NA
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Syracosphaera pulchra,10512,NA,NA
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Coccolithus pelagicus,10513,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Coccolithus pelagicus,10513,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Licmophora spp.,10527,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Asterionellopsis glacialis,10615,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Prorocentrum spp. ('Exuviaella' type),10620,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Pseudo-nitzschia delicatissima complex,10623,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Pseudo-nitzschia seriata complex,10624,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Corethron hystrix,10681,NA,NA
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Rhizosolenia imbricata,10684,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Delphineis surirella,10712,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Coscinodiscus concinnus,165,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Leptocylindrus danicus,175,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Rhizosolenia setigera,187,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Ceratium bucephalum,224,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Prorocentrum spp. Total,259,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Actiniscus pentasterias,980,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Leptocylindrus mediterraneus,1001,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Grammatophora spp.,1624,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Prorocentrum micans,1679,0,0
475MC,7,2016-12-07T23:49:00Z,43.367,-67.227,1,Braarudosphaera bigelowii,10509,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Paralia sulcata,101,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Skeletonema costatum,102,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Thalassiosira spp.,103,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Rhizosolenia hebetata semispina,108,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Chaetoceros(Hyalochaete) spp.,112,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Chaetoceros(Phaeoceros) spp.,113,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Odontella sinensis,114,NA,NA
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Thalassiothrix longissima,116,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Thalassionema nitzschioides,117,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Ceratium fusus,121,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Ceratium furca,122,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Ceratium lineatum,123,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Ceratium tripos,124,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Ceratium macroceros,125,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Ceratium horridum,126,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Ceratium longipes,127,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Ceratium arcticum,128,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Dinoflagellate cysts (Total),130,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Bacteriastrum spp.,154,NA,NA
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Bellerochea malleus,155,NA,NA
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Odontella aurita,157,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Coscinodiscus spp. (Unidentified),166,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Ditylum brightwellii,168,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Eucampia zodiacus,169,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Fragilaria spp.,170,NA,NA
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Navicula spp.,176,NA,NA
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Cylindrotheca closterium,177,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Stephanopyxis spp.,190,NA,NA
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Coccolithaceae (Total),195,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Pterosperma spp. (Total),196,NA,NA
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Silicoflagellates,198,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Nitzschia spp. (Unidentified),199,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Ceratium pentagonum,240,NA,NA
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Dinophysis spp. Total,251,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Gonyaulax spp.,253,NA,NA
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Protoperidinium spp.,255,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Pinus pollen,812,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Stellate body (Land plant hair),814,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Coscinodiscus wailesii,976,NA,NA
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Proboscia alata,1000,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Dinophysis acuta,1602,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Hyalochaete resting spore,1612,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Scrippsiella cysts,10505,NA,NA
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Acanthoica quattrospina,10508,NA,NA
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Emiliania huxleyi type,10510,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Emiliania huxleyi type,10510,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Rhabdosphaera clavigera,10511,NA,NA
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Syracosphaera pulchra,10512,NA,NA
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Coccolithus pelagicus,10513,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Coccolithus pelagicus,10513,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Licmophora spp.,10527,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Asterionellopsis glacialis,10615,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Prorocentrum spp. ('Exuviaella' type),10620,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Pseudo-nitzschia delicatissima complex,10623,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Pseudo-nitzschia seriata complex,10624,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Corethron hystrix,10681,NA,NA
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Rhizosolenia imbricata,10684,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Delphineis surirella,10712,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Coscinodiscus concinnus,165,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Leptocylindrus danicus,175,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Rhizosolenia setigera,187,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Ceratium bucephalum,224,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Prorocentrum spp. Total,259,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Actiniscus pentasterias,980,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Leptocylindrus mediterraneus,1001,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Grammatophora spp.,1624,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Prorocentrum micans,1679,0,0
475MC,9,2016-12-08T01:03:00Z,43.41,-67.682,1,Braarudosphaera bigelowii,10509,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Paralia sulcata,101,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Skeletonema costatum,102,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Thalassiosira spp.,103,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Rhizosolenia hebetata semispina,108,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Chaetoceros(Hyalochaete) spp.,112,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Chaetoceros(Phaeoceros) spp.,113,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Odontella sinensis,114,NA,NA
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Thalassiothrix longissima,116,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Thalassionema nitzschioides,117,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Ceratium fusus,121,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Ceratium furca,122,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Ceratium lineatum,123,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Ceratium tripos,124,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Ceratium macroceros,125,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Ceratium horridum,126,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Ceratium longipes,127,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Ceratium arcticum,128,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Dinoflagellate cysts (Total),130,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Bacteriastrum spp.,154,NA,NA
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Bellerochea malleus,155,NA,NA
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Odontella aurita,157,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Coscinodiscus spp. (Unidentified),166,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Ditylum brightwellii,168,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Eucampia zodiacus,169,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Fragilaria spp.,170,NA,NA
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Navicula spp.,176,NA,NA
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Cylindrotheca closterium,177,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Stephanopyxis spp.,190,NA,NA
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Coccolithaceae (Total),195,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Pterosperma spp. (Total),196,NA,NA
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Silicoflagellates,198,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Nitzschia spp. (Unidentified),199,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Ceratium pentagonum,240,NA,NA
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Dinophysis spp. Total,251,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Gonyaulax spp.,253,NA,NA
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Protoperidinium spp.,255,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Pinus pollen,812,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Stellate body (Land plant hair),814,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Coscinodiscus wailesii,976,NA,NA
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Proboscia alata,1000,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Dinophysis acuta,1602,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Hyalochaete resting spore,1612,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Scrippsiella cysts,10505,NA,NA
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Acanthoica quattrospina,10508,NA,NA
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Emiliania huxleyi type,10510,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Emiliania huxleyi type,10510,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Rhabdosphaera clavigera,10511,NA,NA
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Syracosphaera pulchra,10512,NA,NA
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Coccolithus pelagicus,10513,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Coccolithus pelagicus,10513,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Licmophora spp.,10527,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Asterionellopsis glacialis,10615,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Prorocentrum spp. ('Exuviaella' type),10620,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Pseudo-nitzschia delicatissima complex,10623,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Pseudo-nitzschia seriata complex,10624,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Corethron hystrix,10681,NA,NA
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Rhizosolenia imbricata,10684,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Delphineis surirella,10712,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Coscinodiscus concinnus,165,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Leptocylindrus danicus,175,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Rhizosolenia setigera,187,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Ceratium bucephalum,224,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Prorocentrum spp. Total,259,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Actiniscus pentasterias,980,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Leptocylindrus mediterraneus,1001,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Grammatophora spp.,1624,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Prorocentrum micans,1679,0,0
475MC,11,2016-12-08T02:16:00Z,43.452,-68.137,1,Braarudosphaera bigelowii,10509,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Paralia sulcata,101,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Skeletonema costatum,102,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Thalassiosira spp.,103,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Rhizosolenia hebetata semispina,108,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Chaetoceros(Hyalochaete) spp.,112,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Chaetoceros(Phaeoceros) spp.,113,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Odontella sinensis,114,NA,NA
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Thalassiothrix longissima,116,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Thalassionema nitzschioides,117,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Ceratium fusus,121,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Ceratium furca,122,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Ceratium lineatum,123,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Ceratium tripos,124,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Ceratium macroceros,125,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Ceratium horridum,126,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Ceratium longipes,127,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Ceratium arcticum,128,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Dinoflagellate cysts (Total),130,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Bacteriastrum spp.,154,NA,NA
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Bellerochea malleus,155,NA,NA
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Odontella aurita,157,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Coscinodiscus spp. (Unidentified),166,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Ditylum brightwellii,168,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Eucampia zodiacus,169,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Fragilaria spp.,170,NA,NA
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Navicula spp.,176,NA,NA
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Cylindrotheca closterium,177,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Stephanopyxis spp.,190,NA,NA
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Coccolithaceae (Total),195,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Pterosperma spp. (Total),196,NA,NA
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Silicoflagellates,198,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Nitzschia spp. (Unidentified),199,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Ceratium pentagonum,240,NA,NA
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Dinophysis spp. Total,251,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Gonyaulax spp.,253,NA,NA
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Protoperidinium spp.,255,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Pinus pollen,812,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Stellate body (Land plant hair),814,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Coscinodiscus wailesii,976,NA,NA
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Proboscia alata,1000,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Dinophysis acuta,1602,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Hyalochaete resting spore,1612,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Scrippsiella cysts,10505,NA,NA
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Acanthoica quattrospina,10508,NA,NA
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Emiliania huxleyi type,10510,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Emiliania huxleyi type,10510,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Rhabdosphaera clavigera,10511,NA,NA
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Syracosphaera pulchra,10512,NA,NA
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Coccolithus pelagicus,10513,0,0
475MC,13,2016-12-08T03:30:00Z,43.492,-68.593,1,Coccolithus pelagicus,10513,0,0
